"Subj","#","Title","CRN","Sec","Type","Start Time","End Time","Days","Credits","Building","Room","Instructor","Max Enrollment","Current Enrollment","Attr","Prerequisites"
"PSYC","995","Reading and Research","10220","E01","INV","Hours Arranged","TBA","TBA","1","TBA","","Mayer, John D. D","10","0","",""
"PSYC","995","Reading and Research","10221","F01","INV","Hours Arranged","TBA","TBA","1","TBA","","Charntikov, Sergios","10","0","",""
"PSYC","995","Reading and Research","13682","F02","INV","Hours Arranged","TBA","TBA","1","TBA","","McGaughy, Jill A","8","0","",""
"PSYC","995","Reading and Research","11338","G01","INV","Hours Arranged","TBA","TBA","1","TBA","","Stine, William W","5","0","",""
"PSYC","995","Reading and Research","10222","I01","INV","Hours Arranged","TBA","TBA","1","TBA","","Wormwood, Jolie B","10","0","",""
"PSYC","995","Reading and Research","15210","I02","INV","Hours Arranged","TBA","TBA","1","TBA","","Chavajay, Pablo P.","3","0","",""
"PSYC","995","Reading and Research","15209","l03","INV","Hours Arranged","TBA","TBA","1","TBA","","Charntikov, Sergios","3","0","",""
"PSYC","999","Doctoral Research","12931","01","INV","Hours Arranged","TBA","TBA","0","TBA","","Stine, William W","20","0","",""
"PSYC","999","Doctoral Research","14361","02","INV","Hours Arranged","TBA","TBA","0","TBA","","Gibson, Brett","5","0","",""
"PSYC","999","Doctoral Research","14362","03","INV","Hours Arranged","TBA","TBA","0","TBA","","Charntikov, Sergios","5","0","",""
"PSYC","999","Doctoral Research","14363","04","INV","Hours Arranged","TBA","TBA","0","TBA","","Wormwood, Jolie B","5","0","",""
"PSYC","999","Doctoral Research","14364","05","INV","Hours Arranged","TBA","TBA","0","TBA","","Mayer, John D. D","5","0","",""
"PSYC","999","Doctoral Research","14365","06","INV","Hours Arranged","TBA","TBA","0","TBA","","Leichtman, Michelle D","5","0","",""
"PSYC","999","Doctoral Research","15215","07","INV","Hours Arranged","TBA","TBA","0","TBA","","Cohn, Ellen S","2","0","",""
"PTC","500","Business Communication","15871","M1","LEC","09:10","12:00","R","4","PANDRA","102","Hendricks, C.C.","20","0","WRIT","ENGL 401 or ENGL 401A"
"RMP","400","Recreation Management and Policy Continuing Enrollment","14348","01","ADM","Hours Arranged","TBA","TBA","0","TBA","","Frye, Matthew S","1","0","",""
"RMP","411","Applied Recreation Risk Management","13228","01","LEC","14:10","15:30","TR","3","HS","201","Fitch, Nathan F","40","0","",""
"RMP","490","Recreation & Tourism in Society","10238","01","LEC","09:40","11:00","TR","4","HS","210","McLaughlin, Sean R","120","0","SS",""
"RMP","501","Diversity, Equity, Inclusion, and Justice for Recreation Services","13813","01","LEC","14:10","15:30","TR","4","PETT","G10","Bennett, Jessie L","60","0","SS",""
"RMP","502","Foundations of Therapeutic Recreation","10586","01","LEC","11:10","12:30","TR","4","MURK","118","Frye, Matthew S","30","0","",""
"RMP","511","Issues of Wilderness and Nature in American Society","10751","01","LEC","14:10","15:30","TR","4","MURK","115","McLaughlin, Sean R","227","0","HUMA",""
"RMP","515","History of Outdoor Pursuits in North America","15263","01","LEC","11:10","12:30","TR","4","HORT","210","Fitch, Nathan F","120","0","HP",""
"RMP","557","Program and Event Design","12698","01","LEC","15:40","17:00","MW","4","HS","G34","Frye, Matthew S","48","0","","RMP 490 with minimum grade of C"
"RMP","560","Recreational Sport Management","13046","01","LEC","15:40","17:00","TR","4","MURK","G17","Anderson, Jordan E.; McLaughlin, Sean R","45","0","",""
"RMP","561","Campus Recreation Applied Leadership","14317","01","LEC","21:10","22:30","W","2","OFFCMP","TBD","Foster, Marlee Elizabeth; Charette, David B","20","0","",""
"RMP","563","Recreation Management and Policy Practicum","10476","01","PRA","09:40","11:00","M","3","HS","G21","Seaman, Jayson O","35","0","","RMP 490 with minimum grade of C"
"RMP","612","Therapeutic Communication and Facilitation Techniques in Therapeutic Recreation","10994","01","LEC","09:40","11:00","TR","0","DEM","253","Bennett, Jessie L","25","0","","RMP 502 with minimum grade of C"
"RMP","641","Group Facilitation and Leadership","15726","01","LEC","12:40","16:30","M","4","BROWNE","111A","Frigon, Jeffrey M","20","0","",""
"RMP","654","Professional Development and Ethics","15019","01","LEC","09:40","11:00","W","3","HEW","131","Schwartz, Forrest","34","0","","RMP 490 with minimum grade of C"
"RMP","661","Organizational Leadership in Recreation Services","14470","01","LEC","09:40","11:00","TR","4","HORT","201","Hartman, Cindy L","40","0","","RMP 490 with minimum grade of C"
"RMP","668","Youth Culture and Programs","15839","01","LEC","09:40","11:00","MW","4","MURK","G04","Hartman, Cindy L","25","0","WRIT",""
"RMP","670","Venue Management Design & Operations","11996","01","LEC","14:10","15:30","TR","4","HEW","131","Ferguson, Michael D","20","0","",""
"RMP","680","Festival and Community Event Planning","12201","01","LEC","15:40","18:00","W","4","HORT","304","Chen, Guangzhou","45","0","",""
"RMP","700H","Senior Honors Project","12827","01","RES","Hours Arranged","TBA","TBA","4","TBA","","Frye, Matthew S","5","0","HONR",""
"RMP","720","Adaptive Sport Facilitation for Recreation Therapy and Related Professions","15265","01","LEC","12:40","15:30","R","4","TECHDR","SW141M","Skahan, Crystal R","10","0","",""
"RMP","724","Research, Evaluation, and Data-Driven Decisions","10180","01","LEC","11:10","12:30","TR","4","HEW","131","Ferguson, Lauren A","30","0","WRIT","RMP 490 with minimum grade of C"
"RMP","764","Internship","12283","01","PRA","Hours Arranged","TBA","TBA","8","TBA","","Schwartz, Forrest","15","0","","RMP 654 with minimum grade of C"
"RMP","772","Law and Public Policy in Leisure Services","10179","01","LEC","09:40","11:00","TR","4","HEW","131","Ferguson, Lauren A","25","0","WRIT","RMP 490 with minimum grade of C"
"RMP","775","Entrepreneurial and Commercial Recreation","15725","01","LEC","16:10","18:30","T","4","HEW","131","Ferguson, Michael D","30","0","",""
"RMP","796","Independent Study","14156","01","INV","Hours Arranged","TBA","TBA","1","TBA","","TBA","2","0","",""
"RMP","820","Adaptive Sport Facilitation for Recreation Therapy and Related Professions","15117","01","LEC","12:40","15:30","R","3","TECHDR","SW141M","Skahan, Crystal R","10","0","",""
"RMP","824","Research, Evaluation, and Data-Driven Decisions","12618","01","LEC","11:10","12:30","TR","3","HEW","131","Ferguson, Lauren A","6","0","",""
"RMP","872","Law and Public Policy in Leisure Services","10750","01","LEC","09:40","11:00","TR","3","HEW","131","Ferguson, Lauren A","7","0","",""
"RMP","875","Entrepreneurial and Commercial Recreation","15737","01","LEC","16:10","18:30","T","3","HEW","131","Ferguson, Michael D","5","0","",""
"RMP","899","Master's Thesis","12932","01","THE","Hours Arranged","TBA","TBA","3","TBA","","TBA","5","0","",""
"RMP","924","Fund Development and Grantwriting","13202","01","LEC","Hours Arranged","TBA","TBA","3","ONLINE","","Lindblom, Jada W; Seaman, Jayson O","12","0","",""
"RMP","963","Graduate Field Practicum","12136","01","PRA","Hours Arranged","TBA","TBA","2","TBA","","Bennett, Jessie L","2","0","",""
"RMP","964","Graduate Internship","10618","01","PRA","Hours Arranged","TBA","TBA","3","TBA","","Schwartz, Forrest","2","0","",""
"RMP","970","Teaching Practicum","10587","01","PRA","Hours Arranged","TBA","TBA","3","TBA","","TBA","2","0","",""
"RMP","980","Independent Study","14161","01","INV","Hours Arranged","TBA","TBA","1","TBA","","TBA","2","0","",""
"RMP","980","Independent Study","15212","15","INV","Hours Arranged","TBA","TBA","1","TBA","","Tucker, Anita R","5","0","",""
"RS","483","History of World Religions","13889","01","LEC","15:40","17:00","TR","4","HORT","304","Afolayan, Funso S","5","0","HP",""
"RS","505","Introduction to Religion","15538","01","LEC","15:40","17:00","TR","4","MURK","104","Ruane, Nicole J","15","0","HUMA",""
"RUSS","401","Elementary Russian I","10503","01","LEC","11:10","12:00","MWF","4","MURK","118","Burvikova, Ekaterina V","25","0","",""
"RUSS","503","Intermediate Russian I","10190","01","LEC","10:10","11:00","MWF","4","MURK","203","Burvikova, Ekaterina V","20","0","WC","RUSS 402"
"RUSS","525","Russia: Mythology and Propaganda","15495","01","LEC","13:10","14:00","MWF","4","MURK","104","Burvikova, Ekaterina V","35","0","HP",""
"RUSS","631","Advanced Russian Conversation and Composition","11329","01","LEC","09:10","10:00","MWF","4","MURK","118","TBA","15","0","","RUSS 504"
"SC","680","Global Supply Chain Management","14020","01","LEC","08:10","09:30","TR","4","PCBE","G59","Miles, Russell A","30","0","",""
"SCI","412","Introduction to Astronomy","13618","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Luke, Stacy Lee","60","0","SPNW, PS",""
"SCI","490","Human Biology","13565","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","West, Karen","30","0","SPNW, BS",""
"SCI","502","Nutrition and Health","13624","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","West, Karen","60","0","SPNW, BS",""
"SCI","508","Issues in Women's Health","13566","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Jones, Michelle","60","0","SPNW, BS",""
"SCI","541","Introduction to Environmental Science","15370","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Marvell, Nicole M","60","0","WRIT, SPNW, PS",""
"SCI","550","Wellness and the Human Body","13567","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Jones, Michelle","60","0","SPNW, BS",""
"SCI","575","Introduction to Lifestyle Medicine","15082","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Robertson, Christine Elizabeth","30","0","SPNW, BS",""
"SCI","615","Fitness and Health","13568","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Young, Suzanne","30","0","SPNW",""
"SCM","610","Supply Chain Management","13438","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Owie, Ekpen","30","0","","( MGMT 410 or MGMT 500G ) and ( CMPL 402 or CMPL 502G or MGMT 502G ) and ( MTH 402 or MATH 502G )"
"SCM","715","Logistics Management","14308","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Jackson, Ronna Kentrell","30","0","","SCM 610 or SCM 610G"
"SCM","805","Supply Chain Management","15097","01","LEC","Hours Arranged","TBA","TBA","2","ONLINE","","Wade, Keith","30","0","",""
"SLA","500","Role of the Speech-Language Assistant","13569","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Tompkins, Cherise A.","30","0","WRIT",""
"SLA","501","Survey of Communication Disorders","13570","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Groleau, Christine","30","0","","SLA 500 or COMM 511G"
"SLA","502","Anatomy and Physiology of Speech and Hearing","13571","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Tompkins, Cherise A.","30","0","","SLA 500"
"SLA","503","Articulation and Phonological Disorders","13572","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Tompkins, Cherise A.","30","0","","SLA 500"
"SLA","504","Introduction to Audiology and Aural Rehabilitation","13573","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Flores, Angela C.","30","0","","SLA 500"
"SLA","506","Language Acquisition","13574","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Tompkins, Cherise A.","30","0","WRIT","SLA 500"
"SLA","550","Clinical Practicum I","13575","01","PRA","Hours Arranged","TBA","TBA","2","ONLINE","","Groleau, Christine","30","0","","SLA 500 and SLA 501"
"SLA","550","Clinical Practicum I","13576","02","PRA","Hours Arranged","TBA","TBA","2","ONLINE","","Groleau, Christine","30","0","","SLA 500 and SLA 501"
"SLA","551","Clinical Practicum II","13577","01","PRA","Hours Arranged","TBA","TBA","2","ONLINE","","Groleau, Christine","30","0","","SLA 550 or COMM 516G"
"SLA","552","Clinical Practicum III","15110","01","PRA","Hours Arranged","TBA","TBA","2","ONLINE","","Groleau, Christine","30","0","","SLA 551 or COMM 516G"
"SLA","553","Clinical Practicum IV","13581","01","PRA","Hours Arranged","TBA","TBA","2","ONLINE","","Groleau, Christine","30","0","","SLA 552 or COMM 516BG"
"SLA","555","Clinical Practicum II","15083","01","CLN","Hours Arranged","TBA","TBA","6","ONLINE","","Groleau, Christine","30","0","","SLA 500 and SLA 501 and SLA 502 and SLA 503 and SLA 504 and SLA 506 and SLA 550"
"SML","521","Theory of Coaching Basketball","12828","01","LEC","10:10","11:00","MW","2","NHH","G10","Chase, Benjamin H","36","0","","( SPST 565 May be taken concurrently or SML 565 May be taken concurrently )"
"SML","561W","History of American Sport and Physical Culture","12829","01","LEC","09:40","11:00","MW","4","PTNM","131","Choi, Wonjun","20","0","WRIT, HP",""
"SML","561W","History of American Sport and Physical Culture","12830","02","LEC","09:40","11:00","MW","4","PTNM","131","Choi, Wonjun","10","0","WRIT, HP",""
"SML","562","Sport Media Relations","14419","01","LEC","09:40","11:00","MW","4","FH","125","TBA","35","0","",""
"SML","562","Sport Media Relations","14422","02","LEC","09:40","11:00","MW","4","FH","125","TBA","15","0","",""
"SML","564","Introduction to Sport Marketing","12831","01","LEC","14:10","15:30","MW","4","NHH","G44","Min, Sophia","30","0","",""
"SML","564","Introduction to Sport Marketing","12832","02","LEC","14:10","15:30","MW","4","NHH","G44","Min, Sophia","20","0","",""
"SML","565","Principles of Coaching","12833","01","LEC","09:10","10:00","MWF","4","NHH","G44","Browne, Gretchen S","20","0","",""
"SML","565","Principles of Coaching","12834","02","LEC","09:10","10:00","MWF","4","NHH","G44","Browne, Gretchen S","40","0","",""
"SML","565A","Clinical Practice in Coaching","15406","01","LEC","12:10","13:00","MW","2","NHH","G10","Browne, Gretchen S","12","0","","SML 565 or SPST 565"
"SML","565A","Clinical Practice in Coaching","15407","02","LEC","12:10","13:00","MW","2","NHH","G10","Browne, Gretchen S","6","0","","SML 565 or SPST 565"
"SML","580","Sport Industry","12835","01","LEC","11:10","12:30","MW","4","NHH","G44","Choi, Wonjun","45","0","",""
"SML","580","Sport Industry","12836","02","LEC","11:10","12:30","MW","4","NHH","G44","Choi, Wonjun","20","0","",""
"SML","631","Sport Media Production","15867","01","LEC","12:10","13:30","MW","4","FH","104","TBA","30","0","","( SML 562 or SPST 562 )"
"SML","631","Sport Media Production","15868","02","LEC","12:10","13:30","MW","4","FH","104","TBA","10","0","","( SML 562 or SPST 562 )"
"SML","643","Social Media Marketing in Sport","14420","01","LEC","11:10","12:30","MW","4","PETT","106","Min, Sophia","30","0","",""
"SML","643","Social Media Marketing in Sport","14423","02","LEC","11:10","12:30","MW","4","PETT","106","Min, Sophia","10","0","",""
"SML","645","Leadership in Sport","13011","01","LEC","11:10","12:30","TR","4","NHH","G44","Choi, Wonjun","30","0","",""
"SML","645","Leadership in Sport","13014","02","LEC","11:10","12:30","TR","4","NHH","G44","Choi, Wonjun","15","0","",""
"SML","650C","Internship in Sport Management and Leadership","12837","01","PRA","Hours Arranged","TBA","TBA","1","TBA","","Browne, Gretchen S","25","0","",""
"SML","650D","Internship in Coaching","12838","01","PRA","Hours Arranged","TBA","TBA","2","TBA","","Browne, Gretchen S","10","0","","( SPST 565 or SML 565 )"
"SML","693","Teaching Assistantship","12839","01","PRA","Hours Arranged","TBA","TBA","2","TBA","","TBA","10","0","",""
"SML","696W","Independent Study","12840","01","INV","Hours Arranged","TBA","TBA","2","TBA","","Choi, Wonjun","10","0","WRIT",""
"SML","699H","Honors Project","12841","01","INV","Hours Arranged","TBA","TBA","4","TBA","","Choi, Wonjun","10","0","HONR",""
"SML","741W","Social Issues in Contemporary Sports","13274","01","LEC","11:10","12:30","TR","4","NHH","G10","Collins, Karen E","25","0","WRIT",""
"SML","761","Career Development in Sport Management and Leadership","13999","01","CPP","16:10","19:00","M","4","NHH","208","TBA","45","0","",""
"SML","780","Psychological Factors in Sport","12844","01","LEC","11:10","12:30","MW","4","FH","125","Chase, Benjamin H","30","0","","PSYC 401"
"SML","780","Psychological Factors in Sport","13012","02","LEC","11:10","12:30","MW","4","FH","125","Chase, Benjamin H","15","0","","PSYC 401"
"SOC","400","Introductory Sociology","10089","01","LEC","09:40","11:00","TR","4","MCC","340","Safford, Thomas","65","0","SS",""
"SOC","402","Statistics","12688","02","LEC","09:40","11:00","TR","4","HORT","307","Moran, Catherine L","72","0","QR",""
"SOC","515","Introductory Criminology","12021","01","LEC","09:40","11:00","TR","4","HORT","210","Abbott, Katherine R","136","0","",""
"SOC","520","Family","15503","01","LEC","15:40","17:00","MW","4","MCC","220","Glauber, Rebecca K","50","0","",""
"SOC","525","Juvenile Crime and Delinquency","15505","01","LEC","11:10","12:30","TR","4","MCC","230","Finkelhor, David","54","0","",""
"SOC","530","Sociology of Race and Ethnicity","14562","01","LEC","12:40","14:00","MW","4","MCC","220","Gibson, Ryan","72","0","SS",""
"SOC","565","Environment and Society","11228","01","LEC","14:10","15:30","TR","4","MCC","220","Brown, Cliff","72","0","ETS",""
"SOC","595","Independent Reading and Research","12232","01","RES","Hours Arranged","TBA","TBA","2","TBA","","TBA","5","0","",""
"SOC","598","Sociological Theory","14563","01","LEC","11:10","12:30","MW","4","MCC","245","Stracuzzi, Nena F","35","0","WRIT",""
"SOC","599","Sociological Analysis","10088","01","LEC","11:10","12:30","TR","4","HORT","201","Moran, Catherine L","35","0","WRIT, INQ",""
"SOC","601","Methods of Social Research","10091","01","LEC","14:10","15:30","MW","4","MCC","230","Glauber, Rebecca K","30","0","WRIT","SOC 599"
"SOC","627","Sociology of Fashion","15506","01","LEC","15:40","17:00","TR","4","HORT","201","Moran, Catherine L","30","0","",""
"SOC","635W","Medical Sociology","11535","01","LEC","14:10","15:30","MW","4","MCC","340","Stracuzzi, Nena F","30","0","WRIT",""
"SOC","636","Sociology of Justice","14564","01","LEC","09:40","11:00","MW","4","MCC","220","Gibson, Ryan","30","0","",""
"SOC","665","Environmental Sociology","15507","01","LEC","14:10","15:30","TR","4","MCC","245","Safford, Thomas","30","0","WRIT",""
"SOC","799","Senior Thesis","14565","01","THE","Hours Arranged","TBA","TBA","4","TBA","","TBA","5","0","",""
"SOC","799H","Senior Honors Thesis","14567","01","THE","Hours Arranged","TBA","TBA","4","TBA","","TBA","1","0","HONR",""
"SOC","899","Master's Thesis","12933","01","THE","Hours Arranged","TBA","TBA","1","TBA","","Glauber, Rebecca K","20","0","",""
"SOC","901","Sociological Methods I: Intermediate Social Statistics","13076","01","SEM","09:40","12:00","W","4","MCC","302","Van Gundy, Karen","20","0","",""
